#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-04-17 00:00:00+00:00 2016-04-18 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-04-17 14:00,153.1292,-27.3917,68.00,60.80,77.75,200.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171400Z 20005KT CAVOK 20/16 Q1017 NOSIG
YBBN,2016-04-17 14:30,153.1292,-27.3917,68.00,60.80,77.75,200.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171430Z 20005KT CAVOK 20/16 Q1017 NOSIG
YBBN,2016-04-17 15:00,153.1292,-27.3917,68.00,59.00,72.92,200.00,6.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171500Z 20006KT CAVOK 20/15 Q1017
YBBN,2016-04-17 15:30,153.1292,-27.3917,64.40,59.00,82.62,210.00,7.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171530Z 21007KT CAVOK 18/15 Q1017 NOSIG
YBBN,2016-04-17 16:00,153.1292,-27.3917,64.40,59.00,82.62,210.00,7.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171600Z 21007KT CAVOK 18/15 Q1016
YBBN,2016-04-17 16:30,153.1292,-27.3917,64.40,59.00,82.62,210.00,7.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171630Z 21007KT CAVOK 18/15 Q1016 NOSIG
YBBN,2016-04-17 17:00,153.1292,-27.3917,62.60,59.00,88.00,200.00,6.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171700Z 20006KT CAVOK 17/15 Q1016
YBBN,2016-04-17 17:30,153.1292,-27.3917,64.40,59.00,82.62,200.00,8.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171730Z 20008KT CAVOK 18/15 Q1016 NOSIG
YBBN,2016-04-17 18:00,153.1292,-27.3917,64.40,59.00,82.62,210.00,8.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171800Z 21008KT CAVOK 18/15 Q1016
YBBN,2016-04-17 18:30,153.1292,-27.3917,66.20,59.00,77.60,200.00,8.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171830Z 20008KT CAVOK 19/15 Q1016 NOSIG
YBBN,2016-04-17 19:00,153.1292,-27.3917,64.40,59.00,82.62,210.00,8.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171900Z 21008KT CAVOK 18/15 Q1016
YBBN,2016-04-17 19:30,153.1292,-27.3917,64.40,59.00,82.62,210.00,8.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 171930Z 21008KT CAVOK 18/15 Q1016 NOSIG
YBBN,2016-04-17 20:00,153.1292,-27.3917,64.40,59.00,82.62,200.00,8.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172000Z 20008KT CAVOK 18/15 Q1017 NOSIG
YBBN,2016-04-17 20:30,153.1292,-27.3917,64.40,59.00,82.62,200.00,8.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172030Z 20008KT CAVOK 18/15 Q1017 NOSIG
YBBN,2016-04-17 21:00,153.1292,-27.3917,66.20,60.80,82.74,210.00,8.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172100Z 21008KT CAVOK 19/16 Q1017 NOSIG
YBBN,2016-04-17 21:30,153.1292,-27.3917,68.00,60.80,77.75,210.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172130Z 21010KT CAVOK 20/16 Q1018 NOSIG
YBBN,2016-04-17 22:00,153.1292,-27.3917,69.80,59.00,68.55,210.00,11.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172200Z 21011KT CAVOK 21/15 Q1018
YBBN,2016-04-17 22:30,153.1292,-27.3917,73.40,59.00,60.67,210.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172230Z 21010KT CAVOK 23/15 Q1018 NOSIG
YBBN,2016-04-17 23:00,153.1292,-27.3917,73.40,59.00,60.67,220.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 172300Z 22010KT CAVOK 23/15 Q1018
YBBN,2016-04-17 23:30,153.1292,-27.3917,77.00,60.80,57.36,170.00,7.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 172330Z 17007KT 160V220 9999 FEW030 25/16 Q1018
