#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-03-14 00:00:00+00:00 2016-03-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-03-14 18:00,153.1292,-27.3917,69.80,66.20,88.34,200.00,5.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 141800Z 20005KT 9999 FEW020 21/19 Q1013 NOSIG
YBBN,2016-03-14 18:30,153.1292,-27.3917,69.80,66.20,88.34,210.00,5.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 141830Z 21005KT 9999 FEW020 21/19 Q1013 NOSIG
YBBN,2016-03-14 19:00,153.1292,-27.3917,69.80,66.20,88.34,210.00,7.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,1700.00,4400.00,M,M,VCSH,YBBN 141900Z 21007KT 9999 VCSH FEW017 SCT044 21/19 Q1013 NOSIG
YBBN,2016-03-14 19:30,153.1292,-27.3917,69.80,66.20,88.34,200.00,6.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,1700.00,4400.00,M,M,VCSH,YBBN 141930Z 20006KT 9999 VCSH FEW017 SCT044 21/19 Q1013 NOSIG
YBBN,2016-03-14 20:00,153.1292,-27.3917,69.80,66.20,88.34,200.00,6.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,YBBN 142000Z 20006KT 9999 FEW017 21/19 Q1013 NOSIG
YBBN,2016-03-14 20:30,153.1292,-27.3917,69.80,66.20,88.34,200.00,7.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,YBBN 142030Z 20007KT 9999 FEW017 21/19 Q1013 NOSIG
YBBN,2016-03-14 21:00,153.1292,-27.3917,71.60,66.20,83.09,210.00,8.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 142100Z 21008KT 9999 FEW020 22/19 Q1013
YBBN,2016-03-14 21:30,153.1292,-27.3917,73.40,66.20,78.19,200.00,7.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,2000.00,4200.00,M,M,M,YBBN 142130Z 20007KT 9999 FEW020 SCT042 23/19 Q1014 NOSIG
YBBN,2016-03-14 22:00,153.1292,-27.3917,75.20,66.20,73.61,200.00,9.00,0.00,29.94,M,6.21,M,FEW,SCT,BKN,M,2000.00,3000.00,5000.00,M,M,YBBN 142200Z 20009KT 9999 FEW020 SCT030 BKN050 24/19 Q1014
YBBN,2016-03-14 22:30,153.1292,-27.3917,77.00,66.20,69.33,190.00,9.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,2000.00,5200.00,M,M,M,YBBN 142230Z 19009KT 9999 FEW020 BKN052 25/19 Q1014 NOSIG
YBBN,2016-03-14 23:00,153.1292,-27.3917,78.80,66.20,65.33,180.00,9.00,0.00,29.94,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 142300Z 18009KT 9999 FEW024 26/19 Q1014 NOSIG
